0,Browser,3DS Browser,Nintendo 3DS
0,Browser,ABrowse,ABrowse
0,Browser,AOL Explorer,AOL
0,Browser,AOL Explorer,AOLBuild
0,Browser,Abolimba,Abolimba
0,Browser,Abolimba,http://www.Abolimba.de
0,Browser,Acoo Browser,Acoo
0,Browser,Alienforce,Alienforce
0,Browser,Amaya,amaya
0,Browser,Amiga Aweb,Amiga-AWeb
0,Browser,Amiga Voyager,AmigaVoyager
0,Browser,Amigo,MRCHROME
0,Browser,Arora,Arora
0,Browser,Avant Browser,Avant Browser
0,Browser,Avant Browser,AvantBrowser
0,Browser,Baidu Browser,baidubrowser
0,Browser,Beamrise,Beamrise
0,Browser,Beonex,Beonex
0,Browser,BlackHawk,BlackHawk
0,Browser,Blackbird,Blackbird
0,Browser,Bolt,BOLT
0,Browser,Bolt,Bolt
0,Browser,BrowseX,BrowseX
0,Browser,Browzar,Browzar
0,Browser,Bunjalloo,Bunjalloo
0,Browser,Camino,Camino
0,Browser,Camino,Chimera
0,Browser,Charon,Charon
0,Browser,Cheshire,Cheshire
1,Browser,Chrome,Chrome
0,Browser,Chromium,Chromium
0,Browser,CoRom,CoRom
0,Browser,Coast,Coast
0,Browser,Columbus,Columbus
0,Browser,CometBird,CometBird
0,Browser,Comodo Dragon,Comodo_Dragon
0,Browser,Conkeror,Conkeror
0,Browser,Conkeror,conkeror
0,Browser,CoolNovo,CoolNovo
0,Browser,Crazy Browser,Crazy Browser
0,Browser,DPlus,DPlus
0,Browser,Deepnet Explorer,Deepnet Explorer
0,Browser,Demeter,Demeter
0,Browser,DeskBrowse,DeskBrowse
0,Browser,Dillo,Dillo
0,Browser,DocZilla,DocZilla
0,Browser,Dooble,Dooble
0,Browser,Edbrowse,edbrowse
0,Browser,Element Browser,Element Browser
0,Browser,Elinks,ELinks
0,Browser,Enigma browser,Enigma Browser
0,Browser,Epic,Epic
0,Browser,Epiphany,Epiphany
0,Browser,Espial TV Browser,Escape
0,Browser,Espial TV Browser,Espial
0,Browser,Firebird,Firebird
1,Browser,Firefox,Firefox
1,Browser,Firefox,BonEcho
1,Browser,Firefox,GranParadiso
1,Browser,Firefox,Lorentz
1,Browser,Firefox,Minefield
1,Browser,Firefox,Namoroka
1,Browser,Firefox,Shiretoko
0,Browser,Fireweb Navigator,Fireweb Navigator
0,Browser,Flock,Flock
0,Browser,Fluid,Fluid
0,Browser,Galeon,Galeon
0,Browser,GlobalMojo,GlobalMojo
0,Browser,GreenBrowser,GreenBrowser
0,Browser,HotJava,HotJava
0,Browser,HotJava,Sun
0,Browser,Hv3,Hv3
0,Browser,Hydra Browser,Hydra Browser
0,Browser,IBrowse,IBrowse
0,Browser,ICE browser,ICE browser
0,Browser,ICE browser,ICE Browser
0,Browser,ICE browser,ICEbrowser
1,Browser,IE,IE
1,Browser,IE,MSIE
0,Browser,IceApe,IceApe
0,Browser,IceApe,Iceape
0,Browser,IceCat,IceCat
0,Browser,IceDragon,IceDragon
0,Browser,IceWeasel,IceWeasel
0,Browser,IceWeasel,Iceweasel
0,Browser,InternetSurfboard,InternetSurfboard
0,Browser,Iron,Iron
0,Browser,K-Meleon,K-Meleon
0,Browser,K-Ninja,K-Ninja
0,Browser,KKman,KKman
0,Browser,KKman,KKman2.0
0,Browser,KKman,KKman3.0
0,Browser,KKman,KKMAN3.2
0,Browser,Kapiko,Kapiko
0,Browser,Kazehakase,Kazehakase
0,Browser,Kirix Strata,Strata
0,Browser,Konqueror,Konqueror
0,Browser,Kylo,Kylo
0,Browser,LBrowser,LBrowser
0,Browser,LG Web Browser,LG Browser
0,Browser,Links,Links
0,Browser,Lobo,Lobo
0,Browser,Lunascape,Lunascape
0,Browser,Lunascape,iLunascape
0,Browser,Lynx,Lynx
0,Browser,Madfox,Madfox
0,Browser,Maple browser,SMART-TV
0,Browser,Maxthon,Maxthon
0,Browser,Maxthon,MAXTHON
0,Browser,Maxthon,MyIE2
0,Browser,Midori,Midori
0,Browser,Mini Browser,MiniBrowser
3,Browser,Mozilla,Mozilla
0,Browser,Multi-Browser XP,Multi-Browser
0,Browser,MultiZilla,MultiZilla
0,Browser,My Internet Browser,MyIBrow
0,Browser,My Internet Browser,myibrow
0,Browser,NCSA Mosaic,NCSA Mosaic
0,Browser,NCSA Mosaic,NCSA_Mosaic
0,Browser,NetBox,Netbox
0,Browser,NetBox,netbox
0,Browser,NetBox,TVMate
0,Browser,NetCaptor,NetCaptor
0,Browser,NetPositive,NetPositive
0,Browser,NetSurf,NetSurf
1,Browser,Netscape Navigator,Netscape6
1,Browser,Netscape Navigator,Netscape
1,Browser,Netscape Navigator,Navigator
0,Browser,Nintendo Browser,NintendoBrowser
0,Browser,OWB,Origyn
0,Browser,Off By One,OffByOne
0,Browser,OmniWeb,OmniWeb
1,Browser,Opera,Opera
0,Browser,Opera,OPR
0,Browser,Orca,Orca
0,Browser,Oregano,Oregano
0,Browser,PS4 Web browser,PlayStation 4
0,Browser,Pale Moon,Palemoon
0,Browser,Patriott,Patriott
0,Browser,Phaseout,Phaseout
0,Browser,Phaseout,PhaseOut-www.phaseout.net
0,Browser,Phoenix,Phoenix
0,Browser,Polarity,Polarity
0,Browser,QtWeb,QtWeb
0,Browser,QupZilla,QupZilla
0,Browser,Rekonq,rekonq
0,Browser,Roccat browser,Roccat
0,Browser,RockMelt,RockMelt
0,Browser,Ryouko,Ryouko
0,Browser,SaaYaa Explorer,SaaYaa
3,Browser,Safari,Safari
3,Browser,Safari,AppleWebKit
0,Browser,SeaMonkey,SeaMonkey
0,Browser,Shiira,Shiira
0,Browser,SiteKiosk,SiteKiosk
0,Browser,SkipStone,SkipStone
0,Browser,Sleipnir,Sleipnir
0,Browser,SlimBoat,SlimBoat
0,Browser,SlimBrowser,SlimBrowser
0,Browser,Sogou Explorer,MetaSr
0,Browser,Stainless,Stainless
0,Browser,Sundance,Sundance
0,Browser,Sundial,Sundial
0,Browser,Sunrise,Sunrise
0,Browser,Sunrise,SunriseBrowser
0,Browser,Superbird,Superbird
0,Browser,Superbird,SuperBird
0,Browser,Surf,Surf
0,Browser,Swiftfox,Swiftfox
0,Browser,Swiftweasel,Swiftweasel
0,Browser,TT Explorer,TencentTraveler
0,Browser,TenFourFox,TenFourFox
0,Browser,TheWorld Browser,TheWorld
0,Browser,Tjusig,Tjusig
0,Browser,UltraBrowser,UltraBrowser
0,Browser,Usejump,Usejump
0,Browser,Uzbl,Uzbl
0,Browser,Vonkeror,Vonkeror
0,Browser,WebRender,WebRender
0,Browser,Webian Shell,WebianShell
0,Browser,Weltweitimnetz Browser,WeltweitimnetzBrowser
0,Browser,WorldWideWeb,WorldWideweb
0,Browser,Wyzo,Wyzo
0,Browser,X-Smiles,X-Smiles
0,Browser,YRC Weblink,YRCWeblink
0,Browser,Yandex.Browser,YaBrowser
0,Browser,ZipZap,ZipZap
0,Browser,iCab,iCab
0,Browser,iRider,iRider
0,Browser,lolifox,lolifox
0,Browser,retawq,retawq
0,Browser,w3m,w3m
0,Browser,wKiosk,wKiosk
0,Browser,zBrowser,zBrowser
0,Email client,AirMail,Airmail
0,Email client,Barca,Barca
0,Email client,Barca,BarcaPro
0,Email client,Eudora,Eudora
0,Email client,GcMail,GcMail
0,Email client,Lotus Notes,Lotus-Notes
0,Email client,Outlook 2007,MSOffice 12
0,Email client,Outlook 2010,MSOffice 14
0,Email client,Outlook 2010,Office/14.0
0,Email client,Outlook 2013,MSOffice 15
0,Email client,Outlook 2013,Outlook 15.0.4420
0,Email client,PocoMail,PocoMail
0,Email client,PocoMail,Pocomail
0,Email client,Postbox,Postbox
0,Email client,Shredder,Shredder
0,Email client,Sparrow,Sparrow
0,Email client,Spicebird,Spicebird
0,Email client,The Bat!,The Bat
0,Email client,Thunderbird,Thunderbird
0,Email client,Windows Live Mail,TmstmpExt
0,Feed Reader,Abilon,Abilon
0,Feed Reader,Akregator,Akregator
0,Feed Reader,Apple-PubSub,Apple-PubSub
0,Feed Reader,Awasu,Awasu
0,Feed Reader,BlogBridge,BlogBridge
0,Feed Reader,Bloglines,Bloglines
0,Feed Reader,CPG Dragonfly RSS Module,CPG Dragonfly RSS Module
0,Feed Reader,Fastladder FeedFetcher,Fastladder FeedFetcher
0,Feed Reader,Feed Viewer,Feed Viewer
0,Feed Reader,FeedDemon,FeedDemon
0,Feed Reader,Feedfetcher-Google,Feedfetcher-Google
0,Feed Reader,GreatNews,GreatNews
0,Feed Reader,Gregarius,Gregarius
0,Feed Reader,IE RSS reader,IE RSS reader
0,Feed Reader,Liferea,Liferea
0,Feed Reader,NFReader,NFReader
0,Feed Reader,NetNewsWire,NetNewsWire
0,Feed Reader,Netvibes feed reader,Netvibes feed reader
0,Feed Reader,NewsBreak,NewsBreak
0,Feed Reader,NewsFox,NewsFox
0,Feed Reader,NewsGatorOnline,NewsGatorOnline
0,Feed Reader,Newsbeuter,Newsbeuter
0,Feed Reader,Omea Reader,Omea Reader
0,Feed Reader,RSS Menu,RSS Menu
0,Feed Reader,RSS Popper,RSS Popper
0,Feed Reader,RSSOwl,RSSOwl
0,Feed Reader,Reeder,Reeder
0,Feed Reader,Rss Bandit,Rss Bandit
0,Feed Reader,Safari RSS reader,Safari RSS reader
0,Feed Reader,Sage,Sage
0,Feed Reader,Seznam RSS reader,Seznam RSS reader
0,Feed Reader,SharpReader,SharpReader
0,Feed Reader,Trileet NewsRoom,Trileet NewsRoom
0,Feed Reader,YahooFeedSeeker,YahooFeedSeeker
0,Feed Reader,YeahReader,YeahReader
0,Feed Reader,iCatcher!,iCatcher!
0,Library,Adobe AIR runtime,AdobeAIR
0,Library,Anemone,Anemone
0,Library,Apache-HttpClient,Apache-HttpClient
0,Library,BinGet,BinGet
1,Library,CFNetwork,CFNetwork
0,Library,Chilkat HTTP .NET,Chilkat
0,Library,EventMachine,EventMachine
